frame,categories,machine learning,computer graphics,web development,algebra,calculus,statistics,economics,marketing,commerce,kinematics,electromagnetism,thermodynamics,geology,cartography,meteorology,genetics,biochemistry,ecology
10,"['machine learning', 'web development', 'cartography']",0.48201293,0.03013167,0.18860745,0.007813872,0.006393976,0.013551262,0.009049515,0.01948503,0.02457756,0.043407235,0.0054346174,0.05856465,0.0016694196,0.064700775,0.013162471,0.005799217,0.0073931445,0.018245237
11,"['cartography', 'computer graphics', 'kinematics']",0.05959392,0.16060004,0.06684127,0.0072613894,0.0070572966,0.0125345,0.0047093304,0.0028543002,0.03216341,0.0991771,0.0061181323,0.049814813,0.0072840275,0.4445106,0.007989555,0.008604564,0.003247525,0.019638125
12,"['thermodynamics', 'computer graphics', 'machine learning']",0.062491246,0.2814447,0.0032507381,0.053969238,0.053043216,0.0120180035,0.025188377,0.0013747149,0.03933853,0.0337232,0.009690947,0.28410095,0.009945332,0.035378907,0.036395244,0.021583423,0.004831213,0.03223204
13,"['computer graphics', 'thermodynamics', 'machine learning']",0.07036285,0.40976134,0.0032743097,0.021631973,0.019914173,0.004322287,0.010270998,0.0006297025,0.027288742,0.03305744,0.013067783,0.23979159,0.0044038305,0.033259697,0.06534976,0.0103373295,0.0072600106,0.026016261
14,"['computer graphics', 'thermodynamics', 'machine learning']",0.0796435,0.43139294,0.0021057823,0.019972056,0.012797778,0.0025667418,0.0075850356,0.00032464036,0.009702185,0.040210377,0.026715372,0.26044413,0.0040246956,0.03165952,0.03278278,0.009122952,0.01689255,0.0120569365
15,"['computer graphics', 'machine learning', 'thermodynamics']",0.22860241,0.4670637,0.008131453,0.024056586,0.010232311,0.0034616233,0.0068984036,0.0018643737,0.034142166,0.034523677,0.017465407,0.12983999,0.0005188369,0.0046278015,0.0047206343,0.0094030835,0.0052949325,0.009152681
16,"['thermodynamics', 'computer graphics', 'machine learning']",0.1262787,0.2171956,0.014732753,0.045337416,0.033235807,0.006965182,0.04717512,0.0024102218,0.05636858,0.011418709,0.00829194,0.35330123,0.0031462333,0.018582145,0.021603657,0.014471706,0.014184492,0.005300539
17,"['thermodynamics', 'machine learning', 'computer graphics']",0.21729001,0.060001507,0.02393314,0.04112175,0.019259818,0.0064613777,0.03492062,0.0108689675,0.05056538,0.020121882,0.016200708,0.39529908,0.0009295315,0.009794416,0.045397546,0.008172498,0.015844688,0.023816973
18,"['thermodynamics', 'computer graphics', 'machine learning']",0.08600021,0.10609648,0.007945543,0.013856677,0.010997114,0.0045178486,0.009791526,0.002267159,0.020704793,0.065837614,0.022129059,0.51433086,0.00091562374,0.013331201,0.017170541,0.013089171,0.081852816,0.009165729
19,"['computer graphics', 'thermodynamics', 'machine learning']",0.06059143,0.37104222,0.00336256,0.029459639,0.018900111,0.0059688203,0.026090985,0.0007173177,0.026502464,0.016199024,0.009902095,0.32389492,0.0018246633,0.034316696,0.023251347,0.01103475,0.0125852665,0.024355773
20,"['thermodynamics', 'computer graphics', 'machine learning']",0.054583896,0.31302193,0.002287221,0.029773928,0.018332692,0.0059402427,0.024247667,0.0006582637,0.021570148,0.010446151,0.007392639,0.41185766,0.0019773757,0.0230022,0.021768369,0.016030887,0.011499844,0.02560893
21,"['computer graphics', 'thermodynamics', 'machine learning']",0.053488854,0.36590666,0.0025639609,0.029503088,0.01928909,0.005546533,0.025308933,0.000533772,0.021908699,0.013704832,0.009099207,0.3494824,0.002119477,0.0287542,0.022516673,0.013016771,0.012765807,0.024491085
22,"['computer graphics', 'thermodynamics', 'machine learning']",0.07682955,0.36792788,0.0047371583,0.033622593,0.02023972,0.0069373683,0.033405762,0.0009221138,0.032365445,0.018125681,0.009986057,0.2682326,0.002836407,0.045986883,0.019832354,0.015125607,0.017007962,0.0258788
23,"['computer graphics', 'thermodynamics', 'machine learning']",0.08991525,0.37579054,0.0056698537,0.032826755,0.020900767,0.007538936,0.029353457,0.0012797253,0.03913643,0.021571182,0.012595758,0.2398673,0.002624299,0.054057892,0.022083402,0.012815115,0.009190748,0.022782667
24,"['computer graphics', 'thermodynamics', 'machine learning']",0.08823844,0.323619,0.0045423135,0.039279662,0.024842503,0.008219422,0.03237164,0.0015660702,0.039245512,0.017590657,0.008834937,0.30295148,0.002375783,0.042092565,0.019635815,0.016062947,0.0057816952,0.022749461
25,"['machine learning', 'computer graphics', 'thermodynamics']",0.3009322,0.266691,0.009838274,0.029577024,0.020060815,0.010407911,0.02528598,0.002265288,0.029690577,0.014298259,0.0049071023,0.15642591,0.0013785498,0.034973573,0.018516667,0.022286722,0.013177074,0.039286986
26,"['machine learning', 'computer graphics', 'thermodynamics']",0.28841233,0.2599324,0.009780853,0.0294896,0.02047338,0.011126091,0.025206814,0.0022275578,0.03012255,0.014609886,0.0059076357,0.17132151,0.0015509656,0.036547348,0.01861639,0.023121942,0.0145427715,0.03700998
27,"['computer graphics', 'ecology', 'thermodynamics']",0.07954973,0.3753754,0.006583301,0.021228995,0.019830823,0.00657206,0.018152477,0.0044127773,0.04482459,0.0144533,0.027789095,0.09963965,0.0014094724,0.014205711,0.0049956413,0.05524983,0.036613803,0.16911332
28,"['machine learning', 'computer graphics', 'commerce']",0.23357433,0.21172799,0.045348298,0.0053436384,0.007317316,0.005703984,0.040691145,0.0758299,0.089344695,0.015447032,0.024464644,0.08812713,0.0013184722,0.016977223,0.0054513607,0.037314303,0.011281045,0.08473761
29,"['machine learning', 'computer graphics', 'commerce']",0.16806683,0.16220117,0.06191849,0.0040120794,0.004817747,0.0049444577,0.059415963,0.103821605,0.14638151,0.021878768,0.030419143,0.069233224,0.001080304,0.024925029,0.005048021,0.02471531,0.008604467,0.09851593
30,"['ecology', 'thermodynamics', 'biochemistry']",0.059320845,0.017183652,0.05466164,0.010128334,0.011038622,0.0048183072,0.013509823,0.05297412,0.021455348,0.012092169,0.016237473,0.12528628,0.0029457964,0.012194451,0.018408312,0.07464111,0.090871096,0.40223274
31,"['commerce', 'marketing', 'machine learning']",0.090248495,0.062884144,0.07591138,0.0067883404,0.0057667308,0.008684109,0.062142283,0.14092858,0.23088129,0.018465403,0.029366532,0.0744055,0.0013044917,0.0380462,0.009352619,0.06300673,0.025678074,0.05613905
32,"['commerce', 'marketing', 'ecology']",0.11800808,0.073957235,0.08524286,0.003086519,0.0034979845,0.007585204,0.049613815,0.1237344,0.13014853,0.02318391,0.050238114,0.11059286,0.0028114468,0.038491357,0.01299587,0.035724655,0.009785112,0.12130205
33,"['thermodynamics', 'computer graphics', 'ecology']",0.038370777,0.17038342,0.13046692,0.011609874,0.004741483,0.0040575163,0.01428502,0.041301426,0.055827133,0.036152873,0.031084927,0.1827379,0.001980552,0.0251076,0.01912867,0.032639913,0.05293749,0.1471865
34,"['thermodynamics', 'web development', 'ecology']",0.041366834,0.14592543,0.14858773,0.008833197,0.0037905483,0.0037014126,0.012978771,0.048545815,0.054689795,0.04206574,0.027336854,0.18557195,0.0022839175,0.026233898,0.015502685,0.034492157,0.0507734,0.14731981
35,"['ecology', 'computer graphics', 'commerce']",0.042833608,0.22241342,0.04810321,0.017903993,0.005322253,0.004874407,0.019130414,0.054333486,0.08032114,0.02695105,0.015725447,0.068825595,0.0018889037,0.026902774,0.0064808605,0.03380729,0.04894673,0.27523544
36,"['computer graphics', 'thermodynamics', 'machine learning']",0.067463346,0.48162246,0.016573615,0.007952987,0.0059156055,0.00694979,0.0077891876,0.0008371714,0.022276942,0.0136635415,0.009190413,0.20999832,0.0015582417,0.018109642,0.03977806,0.024121001,0.043778997,0.02242068
37,"['computer graphics', 'cartography', 'ecology']",0.031254627,0.7019497,0.003766619,0.0077240905,0.004939233,0.0057944963,0.0041695773,0.0005206926,0.012397542,0.027462685,0.0060359165,0.04309409,0.0030362771,0.06357728,0.024889054,0.007771542,0.0068293177,0.044787183
38,"['computer graphics', 'thermodynamics', 'machine learning']",0.0656694,0.5755738,0.0013308729,0.012369807,0.0073004207,0.0038795471,0.008942719,0.00031125548,0.024362206,0.018920075,0.01377393,0.1050213,0.0034867295,0.06555327,0.032649893,0.017081162,0.010544194,0.03322927
39,"['computer graphics', 'thermodynamics', 'machine learning']",0.087528616,0.5304195,0.002621116,0.016443474,0.015850767,0.0026265606,0.007734394,0.00041459737,0.020185236,0.01405404,0.009935838,0.18600024,0.0017005933,0.029389294,0.024535729,0.0075397952,0.01246288,0.03055729
40,"['computer graphics', 'thermodynamics', 'machine learning']",0.048809424,0.5867376,0.0012785721,0.012320353,0.007306434,0.0027793045,0.006859964,0.00019817032,0.013358244,0.02971603,0.01677712,0.18048322,0.0023388783,0.028510986,0.018979339,0.011698207,0.015884683,0.015963499
41,"['computer graphics', 'thermodynamics', 'machine learning']",0.032718256,0.62331617,0.0014354192,0.012697993,0.008550025,0.0033799156,0.0071557728,0.0002439462,0.016187755,0.017821752,0.012348959,0.16364278,0.0028208706,0.029716648,0.024974529,0.011136859,0.0111872945,0.020665001
42,"['computer graphics', 'thermodynamics', 'cartography']",0.037875775,0.62527794,0.0012822757,0.012704376,0.008316824,0.0043058735,0.0084147,0.000281807,0.019714037,0.021760767,0.011189695,0.137193,0.0030552733,0.03924061,0.02555189,0.011802297,0.010359797,0.021673119
43,"['computer graphics', 'thermodynamics', 'cartography']",0.030243255,0.65187246,0.0012335476,0.0062321387,0.0044030016,0.0017235333,0.0034457536,0.00017023613,0.010834261,0.023422567,0.015012016,0.14322907,0.0027605777,0.038122926,0.026399173,0.0061356705,0.017188922,0.017570887
44,"['computer graphics', 'thermodynamics', 'machine learning']",0.03944047,0.5343805,0.0013630178,0.008962589,0.0057294853,0.001722477,0.0040051006,0.00019889777,0.010969471,0.024721311,0.017643647,0.2601617,0.0026591476,0.02459325,0.030444525,0.005839259,0.015669884,0.011495206
45,"['computer graphics', 'machine learning', 'thermodynamics']",0.2629934,0.3832367,0.0031723569,0.014637192,0.0076849456,0.0034195075,0.0044102743,0.0006276012,0.006435456,0.021794673,0.008076228,0.12917998,0.0016569566,0.037360415,0.051020656,0.0085419845,0.03854879,0.01720277
46,"['computer graphics', 'machine learning', 'thermodynamics']",0.2695067,0.31024468,0.002715466,0.013093455,0.0062380694,0.0037306875,0.0032643634,0.0006330998,0.003813699,0.029956013,0.011170581,0.16789104,0.0016622948,0.029507682,0.058673404,0.010513684,0.060038,0.017347
47,"['computer graphics', 'thermodynamics', 'machine learning']",0.18115667,0.24750367,0.0035205923,0.04666423,0.026188295,0.012849256,0.014671402,0.003320241,0.013052748,0.01581538,0.012985503,0.19215807,0.0036809735,0.068963155,0.054667987,0.026839776,0.03159189,0.044370227
48,"['commerce', 'marketing', 'machine learning']",0.08451734,0.011220946,0.0309581,0.0019334278,0.0016128777,0.003046737,0.077523306,0.19067213,0.49960983,0.009093136,0.019378848,0.03133946,0.00051958853,0.016468273,0.0028230431,0.0045787306,0.005755878,0.008948387
49,"['commerce', 'marketing', 'web development']",0.042313207,0.027150273,0.06455847,0.004463592,0.0010963912,0.007843685,0.035035953,0.19076505,0.40342003,0.02176349,0.05954794,0.024895584,0.0020437078,0.025425324,0.0039669955,0.015883896,0.041532725,0.028293647
50,"['ecology', 'commerce', 'economics']",0.12481266,0.0055507715,0.0075039077,0.0037849727,0.0057314415,0.009524499,0.15074705,0.017185561,0.19556846,0.0038817725,0.0037338617,0.013707354,0.009722824,0.01350259,0.003908973,0.038520217,0.0037684548,0.38884458
51,"['machine learning', 'economics', 'computer graphics']",0.2957905,0.15107442,0.042656165,0.0295919,0.0069234325,0.003865853,0.20585836,0.031153204,0.070628576,0.009378487,0.0021207868,0.014399511,0.0021902332,0.029604997,0.006160389,0.04264982,0.0052817576,0.05067159
52,"['commerce', 'marketing', 'machine learning']",0.21964882,0.0013001541,0.012276465,0.006388071,0.0020651282,0.006427915,0.14947212,0.26511893,0.28072032,0.0057936846,0.020081691,0.010902348,0.0018248485,0.0017748101,0.00050673,0.004031719,0.0010472708,0.010618986
53,"['ecology', 'machine learning', 'algebra']",0.11400311,0.035725046,0.018284926,0.10762781,0.07639251,0.006177148,0.023371838,0.06786654,0.051600907,0.012877695,0.012409115,0.07899657,0.03849119,0.026848996,0.03045072,0.09457537,0.031256188,0.17304434
54,"['ecology', 'machine learning', 'web development']",0.10005919,0.08108482,0.09169749,0.0149638085,0.005738071,0.004780641,0.02403047,0.0644169,0.045073465,0.032383688,0.01905072,0.083141424,0.0011397101,0.009454347,0.018566085,0.060349483,0.03152053,0.31254917
55,"['marketing', 'economics', 'machine learning']",0.11309929,0.0313507,0.05673501,0.011537656,0.0062434794,0.01371213,0.13648781,0.22217973,0.10369889,0.042867757,0.10623621,0.053125784,0.0016513797,0.020222623,0.0068236813,0.026736004,0.0077292356,0.039562725
56,"['kinematics', 'machine learning', 'thermodynamics']",0.1728196,0.037296668,0.074551836,0.012016564,0.019304726,0.020613132,0.018040892,0.098120175,0.016237989,0.17549391,0.055179387,0.14280976,0.009966187,0.057409015,0.018603917,0.022658926,0.03604452,0.012832988
57,"['ecology', 'marketing', 'commerce']",0.06961268,0.0075848713,0.0101191765,0.0035848422,0.006900258,0.009317156,0.04615955,0.24959187,0.2110137,0.012930558,0.009368066,0.034325708,0.002715256,0.011788979,0.0012822304,0.039605748,0.024124036,0.24997538
58,"['computer graphics', 'algebra', 'electromagnetism']",0.014165718,0.30469057,0.04751073,0.11499708,0.044637308,0.023143796,0.01440442,0.0060838317,0.07068743,0.0560218,0.08934756,0.05137291,0.007123432,0.014427379,0.04844955,0.007722287,0.05139261,0.033821557
59,"['computer graphics', 'biochemistry', 'thermodynamics']",0.046416108,0.29408714,0.049822107,0.043195553,0.02557666,0.0080074165,0.015496911,0.054146826,0.06440405,0.03398441,0.019484771,0.08632906,0.004610673,0.016253144,0.012100216,0.02230168,0.13131486,0.07246848
60,"['biochemistry', 'ecology', 'computer graphics']",0.02202716,0.12989154,0.07837045,0.01249216,0.010129706,0.014994396,0.013539618,0.031857286,0.056016315,0.036288533,0.048275825,0.071701184,0.007985914,0.023158664,0.03420788,0.031842772,0.22466803,0.15255243
61,"['biochemistry', 'computer graphics', 'ecology']",0.026756326,0.121628486,0.060726468,0.01737879,0.008625816,0.010835408,0.015571801,0.03792895,0.07679167,0.035191935,0.07856911,0.07496072,0.006601997,0.01743796,0.021850169,0.043423593,0.23597215,0.10974875
62,"['computer graphics', 'ecology', 'biochemistry']",0.009790288,0.26998013,0.030515464,0.0076042786,0.0039360886,0.0138533935,0.006428078,0.01672017,0.08304446,0.028771909,0.022262786,0.034369983,0.0055956016,0.017130168,0.040844258,0.012026514,0.15625848,0.24086796
63,"['computer graphics', 'thermodynamics', 'kinematics']",0.036501154,0.63590187,0.001386762,0.013878317,0.008175747,0.002761922,0.0038986653,0.00023457782,0.016553147,0.04340237,0.02164768,0.13565058,0.0027513222,0.025071258,0.013279687,0.014715656,0.012916684,0.01127258
64,"['computer graphics', 'thermodynamics', 'kinematics']",0.023329513,0.61957943,0.0014813219,0.009375484,0.0069158967,0.0020332835,0.002937852,0.00017501098,0.012845601,0.039305028,0.0303706,0.16938004,0.0031147604,0.019431809,0.021237591,0.009555895,0.016872153,0.012058811
65,"['computer graphics', 'thermodynamics', 'machine learning']",0.036839414,0.5644655,0.0024255582,0.008759513,0.005744618,0.0022935788,0.0038956495,0.00023318212,0.018585317,0.026561018,0.03367228,0.17828493,0.0041399268,0.028834848,0.035425484,0.008304372,0.025185917,0.01634895
66,"['computer graphics', 'machine learning', 'thermodynamics']",0.15198888,0.4850887,0.0036761025,0.024561808,0.012054579,0.0057098954,0.021272331,0.0009062965,0.030206759,0.027645836,0.0055802222,0.07972277,0.0015279882,0.03861536,0.017433416,0.041160364,0.0056590564,0.0471896
67,"['machine learning', 'commerce', 'computer graphics']",0.3025593,0.12148262,0.009490549,0.013609553,0.006108165,0.004336612,0.03603864,0.003863932,0.22032174,0.015168457,0.012075531,0.09265614,0.0014963079,0.048240855,0.025813244,0.0065903575,0.0075385356,0.072609514
68,"['machine learning', 'commerce', 'computer graphics']",0.28301272,0.13258366,0.013894536,0.014418465,0.006093843,0.0049250517,0.040994164,0.0046187933,0.23142307,0.014319446,0.010994397,0.076274775,0.0016555992,0.051108737,0.018392704,0.007366212,0.0069093127,0.08101447
69,"['thermodynamics', 'computer graphics', 'electromagnetism']",0.054335933,0.16780148,0.008016492,0.008365745,0.0061616353,0.00094295124,0.02483475,0.0019382454,0.07550664,0.010525268,0.13281408,0.38242668,0.0015901692,0.00862806,0.0840495,0.0023538636,0.014208183,0.015500279
70,"['thermodynamics', 'electromagnetism', 'computer graphics']",0.06130997,0.16963133,0.01645079,0.021974955,0.012693143,0.0024870022,0.040630456,0.0039381566,0.11096531,0.014464236,0.20938484,0.23992771,0.0017904529,0.012211907,0.03375097,0.009071691,0.026778163,0.0125389
71,"['thermodynamics', 'commerce', 'electromagnetism']",0.07527158,0.095963985,0.008492533,0.01598622,0.010892052,0.0013998529,0.03854614,0.0028792338,0.14102282,0.0086402185,0.10880203,0.3444405,0.0019559723,0.014069659,0.10046088,0.004457191,0.011626662,0.015092438
72,"['commerce', 'machine learning', 'computer graphics']",0.24128287,0.16329503,0.009576298,0.023124363,0.010449979,0.0041274754,0.047739234,0.0038477876,0.24767888,0.018500352,0.018519348,0.09540461,0.0015336798,0.03369263,0.020944903,0.008296912,0.008019846,0.043965857
73,"['commerce', 'machine learning', 'computer graphics']",0.2210686,0.13736913,0.009004485,0.023416162,0.008993413,0.0045184908,0.062151864,0.0038861071,0.2906014,0.011339851,0.011443426,0.08066801,0.0014549406,0.03240581,0.017708551,0.008187456,0.0063336585,0.06944871
74,"['commerce', 'machine learning', 'computer graphics']",0.2259543,0.13771273,0.010163421,0.021862878,0.008789553,0.0049224677,0.05725881,0.0038891605,0.27786282,0.012566893,0.012655628,0.08097984,0.001572922,0.03833726,0.01991511,0.008526605,0.006331916,0.07069778
75,"['machine learning', 'commerce', 'computer graphics']",0.26420265,0.18310419,0.012282106,0.0136320535,0.005748081,0.004382077,0.029171184,0.004387472,0.22059596,0.023509238,0.016753837,0.0743802,0.0012713253,0.04558989,0.021611467,0.006149818,0.00894841,0.06428015
76,"['machine learning', 'commerce', 'computer graphics']",0.319829,0.14063011,0.008680108,0.012646502,0.005154195,0.004260933,0.034280244,0.003714028,0.18770318,0.018588888,0.015343155,0.08777357,0.0013482475,0.039476115,0.028948406,0.007523192,0.00875762,0.07534253
77,"['commerce', 'machine learning', 'computer graphics']",0.21855442,0.16398595,0.00903325,0.014287477,0.005353259,0.004178643,0.037477646,0.004214438,0.2501069,0.015001334,0.009949623,0.072935626,0.0015830692,0.05539693,0.025177287,0.0052329022,0.008192739,0.09933851
78,"['machine learning', 'commerce', 'computer graphics']",0.23266812,0.18685105,0.0061716298,0.01498143,0.0069533377,0.0037096492,0.042932853,0.0029969888,0.21616848,0.012879081,0.013402143,0.09698569,0.0014970767,0.043891747,0.04408909,0.003371341,0.0055262544,0.064923994
79,"['commerce', 'machine learning', 'computer graphics']",0.26150623,0.14428394,0.009218804,0.012615784,0.004597879,0.0040143053,0.044169854,0.004495706,0.26454186,0.012920207,0.0098849945,0.05593303,0.0011637171,0.05032564,0.028084368,0.0055512446,0.005182833,0.08150962
80,"['commerce', 'machine learning', 'computer graphics']",0.26649645,0.10726066,0.017310249,0.008121681,0.004956415,0.0037480479,0.05264087,0.008488687,0.3141875,0.010445127,0.023144418,0.09558411,0.00090711756,0.034216065,0.021398107,0.0041631614,0.004000223,0.022931173
81,"['commerce', 'machine learning', 'computer graphics']",0.25917628,0.11695121,0.014888118,0.007937346,0.0031958215,0.004692534,0.041704137,0.00886724,0.28889996,0.01309154,0.014773272,0.0699426,0.0011843964,0.07425879,0.018288963,0.0033275879,0.0021308912,0.056689233
82,"['machine learning', 'commerce', 'cartography']",0.34198552,0.10065187,0.01812889,0.011203193,0.0047047054,0.007930295,0.050008424,0.012202192,0.23073348,0.011942445,0.013324539,0.03696199,0.0014231964,0.11893555,0.009052985,0.007082064,0.0039819484,0.01974659
83,"['commerce', 'machine learning', 'cartography']",0.19634292,0.07384518,0.009503831,0.0087894555,0.0030462577,0.011913701,0.08242191,0.008814941,0.35567623,0.008937786,0.012451823,0.0775182,0.0014147675,0.09989786,0.0060569937,0.008072768,0.0021441071,0.03315126
84,"['commerce', 'machine learning', 'cartography']",0.2443181,0.09125444,0.011572108,0.009377118,0.003197684,0.0105421925,0.075575426,0.008036492,0.28662515,0.010487522,0.011069279,0.06865175,0.0013862731,0.10988444,0.005595628,0.007745679,0.002305759,0.042374976
85,"['commerce', 'machine learning', 'cartography']",0.26462373,0.090214014,0.013831733,0.0083187185,0.0028558208,0.010135082,0.07128245,0.009433808,0.2814542,0.011243661,0.014987623,0.06936674,0.0012632976,0.09729116,0.005548548,0.007851706,0.00271718,0.037580553
86,"['commerce', 'machine learning', 'cartography']",0.24420987,0.077179834,0.012195655,0.008771862,0.0029573669,0.011946821,0.07757151,0.008469625,0.2971392,0.013215478,0.0146579165,0.07908835,0.0014933445,0.10570542,0.00571528,0.0072768875,0.0027917875,0.02961376
87,"['commerce', 'machine learning', 'cartography']",0.20893443,0.07011988,0.0130189825,0.009840542,0.0032813712,0.012949812,0.08737769,0.010061806,0.33237293,0.009819787,0.013245964,0.07031073,0.001424218,0.106037624,0.0064610615,0.0081159435,0.002465258,0.034161907
88,"['commerce', 'machine learning', 'cartography']",0.25790563,0.091954,0.011918716,0.007933627,0.002815537,0.010349355,0.070488386,0.00827335,0.25887704,0.0102358265,0.009929934,0.070880175,0.001586789,0.1215985,0.005647932,0.006358164,0.0024700263,0.05077698
89,"['machine learning', 'commerce', 'cartography']",0.34606823,0.07431916,0.014206045,0.006073171,0.002347878,0.009154373,0.054631907,0.008389764,0.265322,0.008811906,0.010200021,0.067152016,0.0012558276,0.083526775,0.0053165276,0.0056092273,0.0023294068,0.035285864
90,"['commerce', 'machine learning', 'cartography']",0.2606096,0.069109485,0.01268821,0.00749015,0.0025315408,0.012438787,0.07973501,0.009974107,0.3156084,0.009276574,0.011515194,0.07487569,0.0013891611,0.08283858,0.0048902854,0.008366184,0.0023532554,0.034309827
91,"['machine learning', 'commerce', 'cartography']",0.31560457,0.0621006,0.009942324,0.0065332446,0.0020309195,0.011016027,0.06513378,0.007830673,0.2786954,0.010115086,0.011515625,0.07627935,0.0014342439,0.0856298,0.0052030077,0.0073797614,0.00263656,0.040918972
92,"['machine learning', 'commerce', 'cartography']",0.30683067,0.061565556,0.013193018,0.0067788633,0.002521276,0.011685378,0.062098972,0.011490464,0.26103336,0.013594555,0.014786925,0.073950276,0.0014356294,0.11300401,0.006029085,0.0069275843,0.002411575,0.03066275
93,"['commerce', 'machine learning', 'cartography']",0.23858516,0.062303625,0.01442781,0.006712307,0.002672957,0.013054096,0.062115792,0.01287055,0.25971484,0.012888336,0.019567871,0.08265012,0.0021136766,0.14600506,0.008832068,0.0071229795,0.0028985415,0.045464218
94,"['machine learning', 'commerce', 'cartography']",0.2971125,0.07113868,0.014049057,0.006638406,0.002907981,0.010578622,0.06382683,0.008785221,0.2626328,0.012585017,0.01476406,0.06317474,0.0019200393,0.12402985,0.0064195395,0.00568048,0.0034852338,0.030270897
95,"['machine learning', 'commerce', 'cartography']",0.27605113,0.060184892,0.012399498,0.00820788,0.0039138542,0.012397606,0.08913109,0.011209366,0.27022946,0.011607023,0.015670698,0.07220713,0.0019628513,0.10807163,0.006632532,0.007349291,0.003734569,0.029039469
96,"['commerce', 'machine learning', 'cartography']",0.27457708,0.07037641,0.010208208,0.009283571,0.0038255968,0.010098944,0.080810316,0.010387096,0.30089113,0.012531165,0.014589069,0.060033318,0.0016001419,0.099582076,0.0074372254,0.006032161,0.003299116,0.024437454
97,"['commerce', 'machine learning', 'cartography']",0.22289246,0.070640616,0.012118168,0.009025888,0.0038515849,0.013995228,0.07562777,0.011090221,0.33163276,0.010229095,0.011693428,0.04620106,0.0014768429,0.1305739,0.009520989,0.0055762795,0.0026483042,0.031205501
98,"['commerce', 'machine learning', 'cartography']",0.20099501,0.07619153,0.010178683,0.01047822,0.0046804775,0.010877434,0.07426037,0.009417532,0.31006926,0.012320318,0.01257101,0.06218192,0.0011475561,0.1562368,0.0087324325,0.005842284,0.0022032014,0.031615872
99,"['commerce', 'machine learning', 'cartography']",0.24029553,0.06282991,0.0141285295,0.0075186333,0.0031913775,0.0108907055,0.05612113,0.011091598,0.33440536,0.010628038,0.012333938,0.053632524,0.0009697518,0.14411896,0.006328933,0.0059459815,0.0024887633,0.023080396
100,"['commerce', 'machine learning', 'computer graphics']",0.2488697,0.122756585,0.007813244,0.010670176,0.004814656,0.0063686706,0.07103996,0.005929068,0.27739814,0.010581688,0.014079474,0.06742164,0.00092701206,0.11544414,0.007893517,0.0038350073,0.0026628186,0.021494528
