frame,categories,machine learning,computer graphics,web development,algebra,calculus,statistics,economics,marketing,commerce,kinematics,electromagnetism,thermodynamics,geology,cartography,meteorology,genetics,biochemistry,ecology
10,"['kinematics', 'computer graphics', 'cartography']",0.004214568,0.12248389,0.0008883739,0.0065747076,0.015427455,0.0025531654,0.0015403808,4.8821763e-05,0.000104586965,0.7409131,0.0078061246,0.018335378,0.010557578,0.06236303,0.002315585,0.00056029466,0.0017986322,0.0015143056
11,"['kinematics', 'computer graphics', 'cartography']",0.0052769543,0.1359961,0.00064909714,0.00785122,0.019306567,0.0028182915,0.001981547,4.5046432e-05,0.00013365681,0.711869,0.007821908,0.022726838,0.014123855,0.061907113,0.003017024,0.000679973,0.0022705684,0.001525257
12,"['kinematics', 'computer graphics', 'cartography']",0.0064468444,0.13072965,0.00085633993,0.009365409,0.020582581,0.004669377,0.0027443257,6.8235975e-05,0.00015562809,0.6906917,0.0076190936,0.023995413,0.015090999,0.07917758,0.0029726145,0.0007151863,0.0022999477,0.0018190993
13,"['kinematics', 'computer graphics', 'cartography']",0.007815948,0.16245133,0.00071774324,0.015580319,0.03392103,0.006469115,0.003964399,7.9618454e-05,0.00014498527,0.6282274,0.0129760485,0.034936104,0.018196175,0.06606784,0.002392986,0.0010297231,0.003493069,0.0015361159
14,"['kinematics', 'computer graphics', 'cartography']",0.023677625,0.13311777,0.020125933,0.026608828,0.038546737,0.013747618,0.008187279,0.0003869786,0.00015876512,0.49021122,0.06791434,0.024062883,0.016289338,0.0790516,0.008994249,0.0010885133,0.016568312,0.031262096
15,"['kinematics', 'computer graphics', 'cartography']",0.051580597,0.2039986,0.06065566,0.030457202,0.03547927,0.026076034,0.007441485,0.00056735787,0.0002164042,0.36656106,0.024283666,0.015661228,0.007997951,0.1258039,0.005551654,0.0009388683,0.014117336,0.022611737
16,"['kinematics', 'computer graphics', 'cartography']",0.026646307,0.13109669,0.0233582,0.026557764,0.038017653,0.015657803,0.0082328785,0.00042796074,0.00017618768,0.4892089,0.060862336,0.025024584,0.014948563,0.08311298,0.008638489,0.0011100817,0.015723975,0.031198654
17,"['kinematics', 'computer graphics', 'cartography']",0.051661406,0.19763917,0.06242154,0.028577136,0.034421593,0.026456313,0.0069772494,0.0005496501,0.000202972,0.37971896,0.023959894,0.015523523,0.0075014466,0.122833334,0.0053816964,0.00091445516,0.013640769,0.02161881
18,"['kinematics', 'computer graphics', 'cartography']",0.024546755,0.10645108,0.017219651,0.026836822,0.038329955,0.014036401,0.007596793,0.00036634773,0.00017031976,0.5355763,0.058496498,0.023431033,0.018104786,0.08194973,0.008766182,0.0010485678,0.015141693,0.021931041
19,"['kinematics', 'computer graphics', 'cartography']",0.024980292,0.18429406,0.03635498,0.023342842,0.024567502,0.013448203,0.0053249854,0.0005163464,0.00023354041,0.36543056,0.051151928,0.0157898,0.013374786,0.18399306,0.008651007,0.0009905548,0.018698886,0.028856745
20,"['kinematics', 'computer graphics', 'cartography']",0.025764454,0.21374571,0.03911652,0.020977177,0.022194974,0.011729909,0.004856627,0.00051513937,0.00025100957,0.34372333,0.050896652,0.01568884,0.011929569,0.1796829,0.008229695,0.0010661718,0.019591667,0.030039653
21,"['kinematics', 'biochemistry', 'thermodynamics']",0.013904891,0.037767727,0.0006952081,0.013249477,0.031945024,0.0018382828,0.00179934,4.1775824e-05,4.1675146e-05,0.37904644,0.104394265,0.13311163,0.0059338002,0.01739181,0.0063146423,0.004139901,0.24359307,0.0047908872
22,"['kinematics', 'biochemistry', 'thermodynamics']",0.020340875,0.045000907,0.00066651986,0.019794103,0.043683227,0.0022310263,0.0021747025,4.800732e-05,4.280591e-05,0.38614652,0.09920487,0.13846722,0.0056058685,0.018284881,0.0056120846,0.0041509373,0.204612,0.0039333734
23,"['kinematics', 'biochemistry', 'thermodynamics']",0.01344187,0.0371074,0.00065060763,0.013400655,0.03118564,0.0019417037,0.0017865546,3.8619623e-05,3.9801864e-05,0.39855653,0.1019737,0.12642899,0.005783482,0.01714166,0.006383138,0.0038630858,0.23557417,0.004702449
24,"['kinematics', 'biochemistry', 'thermodynamics']",0.01334228,0.052463852,0.000815264,0.010382143,0.024824558,0.002141994,0.001369141,4.02434e-05,3.6371726e-05,0.47047785,0.078979,0.09300323,0.0065158047,0.036585175,0.007586283,0.0030248817,0.19372596,0.0046859398
25,"['kinematics', 'biochemistry', 'thermodynamics']",0.010764748,0.040599786,0.00058747444,0.009259178,0.024432309,0.0016321178,0.0013291617,3.2551503e-05,3.647835e-05,0.48415276,0.092138536,0.09588241,0.0070337406,0.028285272,0.007575218,0.0026785408,0.1894314,0.0041483124
26,"['kinematics', 'biochemistry', 'thermodynamics']",0.014541477,0.042232983,0.0006027533,0.013632628,0.033107158,0.0020160393,0.0017474244,4.0915358e-05,3.886466e-05,0.48921016,0.08366686,0.10039965,0.0071385703,0.029847078,0.0070999246,0.002731945,0.16820996,0.0037357286
27,"['kinematics', 'computer graphics', 'electromagnetism']",0.04764826,0.2212966,0.0053252764,0.0042812657,0.004003325,0.0028680626,0.00012637347,6.714385e-05,0.0007311233,0.5112051,0.1495327,0.03506507,0.00011604515,0.011602756,0.0011882185,0.0012234463,0.0020795811,0.0016396146
28,"['kinematics', 'computer graphics', 'electromagnetism']",0.051311933,0.27186733,0.0027444079,0.006453423,0.0056770244,0.0025574644,0.00017283318,4.806733e-05,0.0008594172,0.3802853,0.21496879,0.04574567,0.000245314,0.0059915716,0.0020034867,0.0027022667,0.0035805502,0.0027853139
29,"['kinematics', 'computer graphics', 'electromagnetism']",0.025030088,0.2542383,0.005205395,0.005309125,0.007004611,0.0031938083,0.00019020596,6.6445886e-05,0.0007295555,0.45808265,0.18941484,0.029042112,0.00018378378,0.0045151995,0.001946569,0.005072413,0.0071409666,0.0036339723
30,"['kinematics', 'computer graphics', 'electromagnetism']",0.015108906,0.29307693,0.0053929416,0.0041919122,0.004345028,0.0021270174,0.00015584513,8.779936e-05,0.00079673744,0.51676446,0.123636834,0.019681614,8.267974e-05,0.0054352805,0.0013852597,0.0019521251,0.0036423644,0.002136165
31,"['kinematics', 'computer graphics', 'electromagnetism']",0.015407251,0.30433467,0.0051115756,0.0043519195,0.004413258,0.002209003,0.00015464352,8.135459e-05,0.0008371023,0.51617527,0.11451209,0.017895887,7.881277e-05,0.0058145775,0.0013550785,0.0018532472,0.0033728662,0.0020413694
32,"['computer graphics', 'kinematics', 'electromagnetism']",0.015437445,0.43984258,0.0028676207,0.0034968823,0.0038445094,0.0010367131,0.00011947406,5.724834e-05,0.00086922006,0.42311272,0.08793849,0.01123995,8.1471124e-05,0.0035651582,0.000944835,0.0014433584,0.002769598,0.0013328072
33,"['kinematics', 'computer graphics', 'electromagnetism']",0.022768186,0.28148723,0.0043917284,0.007566518,0.006671662,0.0037061996,0.00016357089,7.261183e-05,0.0007518666,0.48024267,0.14674762,0.029221382,0.00010842848,0.008956563,0.0012612788,0.001684282,0.0023600133,0.0018383344
34,"['computer graphics', 'web development', 'machine learning']",0.08378699,0.4786669,0.084505685,0.020728294,0.008714342,0.026490508,0.005068025,0.011652518,0.06564234,0.06801058,0.072674975,0.010953587,0.0010275443,0.031702448,0.010501723,0.0058683017,0.006290703,0.007714576
35,"['computer graphics', 'kinematics', 'electromagnetism']",0.01971605,0.51422536,0.035233643,0.022239303,0.019633193,0.027854832,0.0030404816,0.0012732327,0.024927607,0.1429402,0.08269446,0.015624937,0.005321027,0.02657866,0.016165141,0.0055395607,0.024612064,0.012380161
36,"['biochemistry', 'kinematics', 'computer graphics']",0.014803985,0.11203237,0.026795307,0.017064067,0.014900841,0.02791958,0.0018253296,0.0011532605,0.020458765,0.17209591,0.07692291,0.045146096,0.0024319063,0.006457595,0.010096577,0.052208323,0.3720744,0.02561268
37,"['computer graphics', 'electromagnetism', 'kinematics']",0.013943396,0.37212205,0.014352213,0.025328053,0.043417253,0.041498784,0.0034805043,0.0008616627,0.010055337,0.12862794,0.1851762,0.067439266,0.0013375712,0.004983529,0.006924846,0.025545748,0.049421843,0.005483691
38,"['computer graphics', 'kinematics', 'electromagnetism']",0.02591638,0.29493085,0.019218393,0.018432299,0.02412394,0.035783403,0.0023166235,0.0014542508,0.010211017,0.25336957,0.16245928,0.08308108,0.002908131,0.00819729,0.0054274076,0.013087296,0.02487861,0.014204202
39,"['kinematics', 'computer graphics', 'electromagnetism']",0.031331774,0.19649087,0.008106512,0.004990583,0.0052023972,0.0066388818,0.00017581818,7.422138e-05,0.0006840232,0.5901586,0.10804871,0.02688883,0.00020881674,0.012253912,0.0014401334,0.0015799555,0.003170072,0.002555902
40,"['kinematics', 'computer graphics', 'electromagnetism']",0.030170295,0.2047821,0.003601452,0.0042554624,0.003953136,0.002814068,0.0001001228,4.805823e-05,0.0005796457,0.53031504,0.17064297,0.03448778,0.00015674325,0.007552341,0.0011157502,0.0013793953,0.0022113968,0.0018341447
41,"['kinematics', 'computer graphics', 'machine learning']",0.12362296,0.37324458,0.0028470412,0.00879718,0.005993757,0.00094541523,0.0001413503,4.4633365e-05,0.00042733748,0.4505926,0.014556172,0.01021141,3.9920513e-05,0.0019435511,0.0001604066,0.0038036776,0.001823796,0.0008041422
42,"['computer graphics', 'kinematics', 'machine learning']",0.18667942,0.49714565,0.0015612842,0.0031585402,0.0017429547,0.00052150746,0.00012932562,3.951023e-05,0.00021500493,0.2617546,0.01731131,0.023503292,0.00012077234,0.0020533188,0.00021303938,0.002682782,0.00072149106,0.00044631577
43,"['computer graphics', 'kinematics', 'machine learning']",0.18822752,0.47681803,0.0015934934,0.0033660468,0.00188311,0.0005729474,0.00013866491,4.2851556e-05,0.00021240926,0.27663723,0.01859476,0.025480824,0.0001256562,0.0020986665,0.00022064203,0.0027847344,0.0007494324,0.00045289219
44,"['kinematics', 'computer graphics', 'electromagnetism']",0.051935308,0.22019722,0.0015165284,0.005957874,0.0054001673,0.001573731,0.00013835717,4.3927546e-05,0.00041534138,0.47944918,0.19749385,0.02650406,0.0001372132,0.0029961045,0.0009101075,0.0021672694,0.0021254802,0.0010382519
45,"['kinematics', 'electromagnetism', 'computer graphics']",0.057126567,0.16334827,0.0018987062,0.004338297,0.0041564205,0.001555928,0.000104615734,4.226318e-05,0.00038369827,0.5582189,0.17123258,0.027392589,0.00013623713,0.0034431526,0.0008310067,0.0023045929,0.0024402668,0.0010459245
46,"['kinematics', 'computer graphics', 'electromagnetism']",0.058318276,0.180651,0.0019151336,0.004472771,0.004188066,0.0015402536,0.000114483715,4.3061376e-05,0.0003963213,0.5395887,0.17138243,0.027257267,0.00013558971,0.0032911964,0.0008462977,0.002371062,0.0024387056,0.0010493025
47,"['kinematics', 'computer graphics', 'electromagnetism']",0.053022634,0.26356986,0.004078347,0.005122999,0.0047760257,0.0017375954,0.00011648915,6.570894e-05,0.0008809098,0.43268657,0.1910679,0.030725628,9.175956e-05,0.004507126,0.00081021135,0.0021410163,0.0026936284,0.0019055927
48,"['kinematics', 'computer graphics', 'electromagnetism']",0.043883394,0.20414263,0.0051708436,0.004906041,0.0049434355,0.0026712886,0.00011908129,5.6604436e-05,0.00067963195,0.50881,0.17642155,0.03112048,0.00015523103,0.0076999064,0.001356439,0.0017090411,0.003793243,0.002361283
49,"['kinematics', 'computer graphics', 'electromagnetism']",0.043998342,0.20488086,0.0051803454,0.0049030995,0.0049379086,0.0026775757,0.000119192075,5.6680008e-05,0.0006818139,0.5083381,0.17602342,0.031115348,0.00015517435,0.007708569,0.0013581101,0.0017117733,0.0037900647,0.0023637414
50,"['kinematics', 'thermodynamics', 'computer graphics']",0.0024230161,0.088661574,0.00013513533,0.0012270281,0.003770275,0.00050600816,0.00014539414,1.4527903e-05,0.0002899228,0.74436194,0.03519255,0.089397356,0.0026300938,0.021343691,0.008483055,0.00018491005,0.00071811624,0.0005153716
51,"['kinematics', 'computer graphics', 'thermodynamics']",0.0023595756,0.08885456,9.8526936e-05,0.001450391,0.0044481414,0.00050266157,0.00017281168,1.3054135e-05,0.0003102016,0.754551,0.0319269,0.07627958,0.0024946101,0.025067408,0.010229608,0.0001900787,0.0005679239,0.000483121
52,"['kinematics', 'computer graphics', 'thermodynamics']",0.002102339,0.06504332,0.000106669,0.0007949379,0.0031197518,0.00034790853,0.00010695952,8.591107e-06,0.00026636073,0.8233927,0.027378503,0.04846497,0.0022141223,0.0186996,0.006800622,0.00014116017,0.0006479005,0.0003635543
53,"['kinematics', 'computer graphics', 'thermodynamics']",0.0027125978,0.085993394,0.0001261193,0.0014781539,0.005096716,0.00048578109,0.00015818754,1.1592086e-05,0.00029797672,0.76433396,0.038197495,0.07025568,0.0025981527,0.01910005,0.007709629,0.0001915764,0.00081259204,0.00044023743
54,"['kinematics', 'computer graphics', 'thermodynamics']",0.002601585,0.07673136,0.00011582216,0.0014183177,0.004744822,0.00047067372,0.00013825632,1.2527608e-05,0.00025180425,0.77156115,0.051370665,0.06374638,0.0022852698,0.0142252855,0.009074278,0.00017968817,0.000675281,0.00039681068
55,"['kinematics', 'computer graphics', 'thermodynamics']",0.0026952643,0.08006008,0.00012375003,0.0011736979,0.0037386722,0.00040188266,0.0001265096,1.1474903e-05,0.00019051421,0.7545782,0.055934563,0.07903323,0.0020374863,0.011346339,0.006994505,0.0001917647,0.00097353273,0.00038868605
56,"['kinematics', 'computer graphics', 'thermodynamics']",0.002296625,0.07558883,8.9018744e-05,0.00099435,0.0038927293,0.00033441122,0.00010194493,7.822484e-06,0.00014997786,0.77097666,0.052244633,0.07439451,0.0015693887,0.0100193145,0.0059446087,0.00017314745,0.00089363276,0.00032835684
57,"['kinematics', 'thermodynamics', 'computer graphics']",0.0021342924,0.07006226,9.7638214e-05,0.00071628374,0.0028098174,0.00032749854,9.128055e-05,7.707766e-06,0.00014940392,0.72980094,0.067679346,0.10728223,0.0017450213,0.00816725,0.007048215,0.0001929448,0.001322001,0.0003659557
58,"['kinematics', 'thermodynamics', 'electromagnetism']",0.0015486652,0.04978934,7.395748e-05,0.0005627755,0.002538105,0.00026197708,6.961883e-05,5.491084e-06,0.00012333778,0.788972,0.051809274,0.087624684,0.0018762097,0.0068046916,0.006146835,0.0001701456,0.0012909139,0.0003320904
59,"['kinematics', 'thermodynamics', 'electromagnetism']",0.001779302,0.068774745,9.0317066e-05,0.0007768674,0.003146034,0.0003508622,9.4439776e-05,8.089861e-06,0.00015903711,0.70421034,0.08304778,0.117754735,0.0018169618,0.008278426,0.007822907,0.00019149357,0.0012174168,0.0004802244
60,"['kinematics', 'thermodynamics', 'electromagnetism']",0.0015882739,0.06703271,8.818634e-05,0.00088776374,0.003906612,0.0004790049,0.000101785874,7.3203605e-06,0.00018500318,0.704268,0.07818866,0.12137129,0.0017328607,0.008909431,0.009331396,0.00020230378,0.001191288,0.000528143
61,"['kinematics', 'thermodynamics', 'computer graphics']",0.0024560501,0.08861213,0.00010098155,0.0012879433,0.004554987,0.00046932508,0.00015719971,1.1560506e-05,0.0002595738,0.65926635,0.081096984,0.13498214,0.002179217,0.01177384,0.010236355,0.0002880705,0.0014267005,0.00084048026
62,"['machine learning', 'kinematics', 'computer graphics']",0.3430579,0.21979924,0.008522508,0.00341522,0.0012738593,0.0030732423,0.00054338836,0.00028120162,0.0024341599,0.3192672,0.049711663,0.013417612,0.00018328211,0.023875674,0.0020009303,0.0037106243,0.0037878896,0.0016445175
63,"['machine learning', 'kinematics', 'computer graphics']",0.335327,0.22388567,0.009494641,0.0026545755,0.0011091359,0.0034954152,0.0005350036,0.00028706843,0.0027410148,0.3158354,0.049786046,0.013209764,0.00020245729,0.02951757,0.0022615497,0.0038926036,0.0038836082,0.0018813242
64,"['machine learning', 'computer graphics', 'kinematics']",0.42912537,0.2352907,0.017268585,0.0024423767,0.0010782393,0.010553277,0.0009826605,0.0005976244,0.004082184,0.20012367,0.029032351,0.009158218,0.0004790219,0.03755446,0.004072789,0.007081865,0.0075784107,0.0034981095
65,"['machine learning', 'kinematics', 'computer graphics']",0.47400427,0.14241341,0.014055644,0.0026730208,0.0012780849,0.010664272,0.00080736907,0.0003785434,0.002503032,0.25726423,0.037410934,0.01004571,0.00037087634,0.023152854,0.005420526,0.0049252505,0.009178565,0.0034534172
66,"['machine learning', 'computer graphics', 'kinematics']",0.48011366,0.19944151,0.017727455,0.0048338063,0.002186302,0.00916454,0.0018534671,0.00067740225,0.004058248,0.18993527,0.0367312,0.014915947,0.00049530424,0.015875127,0.0041593146,0.005290137,0.008871757,0.0036695534
67,"['machine learning', 'kinematics', 'computer graphics']",0.50605863,0.1735626,0.019539673,0.0046290024,0.0021329864,0.009571897,0.001785099,0.00064641394,0.0037139077,0.19011398,0.04030088,0.013227055,0.00044117265,0.015479191,0.0036456466,0.0047094915,0.0072658355,0.0031765888
68,"['machine learning', 'kinematics', 'computer graphics']",0.53832877,0.13379912,0.016979853,0.005982061,0.002112108,0.012749455,0.0018891981,0.0006950674,0.0034439994,0.1941441,0.03827082,0.011160921,0.00036946658,0.018426819,0.00444946,0.00657259,0.007433387,0.0031927882
69,"['machine learning', 'kinematics', 'computer graphics']",0.4755493,0.1479152,0.018373046,0.0052630827,0.0035122002,0.048195835,0.004493578,0.0007968058,0.005069747,0.17171004,0.045999404,0.022393405,0.0010825227,0.025521541,0.0040143416,0.0056866803,0.008260321,0.0061629745
70,"['machine learning', 'kinematics', 'computer graphics']",0.46918052,0.12138917,0.016409291,0.0065030456,0.004054943,0.06214278,0.0046390505,0.0008110953,0.0046793334,0.18482932,0.048201174,0.026771968,0.0009344665,0.026699303,0.0037634657,0.0048690974,0.0075791283,0.006542908
71,"['machine learning', 'kinematics', 'computer graphics']",0.46947145,0.121067315,0.016463935,0.0064582005,0.004042055,0.062207405,0.0046050563,0.00080917927,0.004676496,0.18482226,0.048291262,0.026781213,0.00093219674,0.02670414,0.0037623316,0.004822883,0.0075427582,0.006539876
72,"['machine learning', 'computer graphics', 'kinematics']",0.23072104,0.18290429,0.03660731,0.039018776,0.021665134,0.06251366,0.0081234025,0.0012777413,0.007039369,0.16388118,0.15017773,0.049394213,0.00090480736,0.021410357,0.0031035333,0.0047769775,0.008603096,0.007877422
73,"['algebra', 'calculus', 'thermodynamics']",0.0895102,0.053054284,0.004083125,0.28751752,0.14398041,0.05958777,0.007996048,0.0005039609,0.0017860865,0.074368805,0.08707223,0.09451043,0.0022562838,0.004931684,0.007276805,0.006404254,0.068279415,0.0068807555
74,"['algebra', 'machine learning', 'calculus']",0.23386836,0.059481733,0.00064255553,0.28624925,0.17388041,0.020092525,0.0030780754,6.311242e-05,0.000458011,0.049481776,0.046062566,0.11860239,4.7546437e-05,0.000294772,0.0005838974,0.0011794715,0.004400788,0.001532759
75,"['algebra', 'machine learning', 'calculus']",0.21143652,0.049023733,0.0011479489,0.23097897,0.1757772,0.028941635,0.0047471835,8.880425e-05,0.0009669169,0.052243054,0.061339717,0.16596952,0.000112945934,0.00038066323,0.0009980403,0.0015918127,0.010902035,0.0033534148
76,"['machine learning', 'algebra', 'calculus']",0.35340613,0.04758845,0.00073410606,0.21586397,0.13410664,0.12954253,0.0033046324,8.619148e-05,0.00054922473,0.040466752,0.015098381,0.050551668,7.296749e-05,0.0004339441,0.0014463465,0.0017251469,0.003695581,0.0013273107
77,"['machine learning', 'algebra', 'statistics']",0.37622243,0.03854072,0.0007757741,0.19194461,0.12172083,0.17572454,0.004480471,7.187116e-05,0.0006696922,0.026431188,0.0059827953,0.047202524,0.00015422572,0.0005002301,0.0014229533,0.0020142593,0.0041520656,0.0019888873
78,"['machine learning', 'statistics', 'algebra']",0.4247779,0.045684606,0.0008529451,0.1496901,0.09292307,0.19812833,0.0038105068,8.405125e-05,0.0005922879,0.026432911,0.006507818,0.039928455,0.00014935847,0.00070358877,0.0018003645,0.0018587724,0.004051941,0.0020229886
79,"['machine learning', 'algebra', 'statistics']",0.33078372,0.028259385,0.0006708925,0.27365094,0.13400504,0.16549814,0.0049829907,0.00010083028,0.00053917186,0.017984115,0.005959583,0.028846173,8.827681e-05,0.0003781123,0.0010488476,0.0020587875,0.0034625293,0.0016823953
80,"['machine learning', 'algebra', 'statistics']",0.3655428,0.04341845,0.0006617524,0.18614417,0.13583525,0.16261414,0.0064851404,0.000104939754,0.0010425095,0.029416071,0.014815754,0.04449576,9.405897e-05,0.000576953,0.0016128173,0.0017709683,0.0030459778,0.0023224656
81,"['machine learning', 'algebra', 'statistics']",0.36338353,0.036732405,0.00093489134,0.2027675,0.12525356,0.18819253,0.0038954997,0.000105855615,0.0007429815,0.02496985,0.01014769,0.033059433,8.966132e-05,0.0005577425,0.0011955595,0.0018988082,0.004255427,0.0018169738
82,"['machine learning', 'algebra', 'statistics']",0.32271323,0.05919717,0.0010313658,0.26915553,0.109075226,0.126345,0.008336884,0.00012004963,0.0013161361,0.03612919,0.0097502265,0.04497723,0.00012121387,0.00079140783,0.0020390705,0.00349442,0.0030894666,0.0023172824
83,"['machine learning', 'algebra', 'calculus']",0.4129705,0.052328356,0.0008041556,0.20031253,0.11976983,0.10099702,0.0031444086,7.7834724e-05,0.0007024332,0.035017196,0.015565098,0.050077222,6.934816e-05,0.0004090853,0.0014343226,0.0017155728,0.0032519232,0.0013530537
84,"['algebra', 'machine learning', 'calculus']",0.2575159,0.031052617,0.00079853943,0.34691903,0.16092543,0.14680457,0.004396627,9.490865e-05,0.00073421776,0.016733747,0.005552327,0.020208213,7.8292214e-05,0.00045076836,0.00089151505,0.0014297193,0.003942818,0.0014708469
85,"['machine learning', 'algebra', 'statistics']",0.3153226,0.040524904,0.001166182,0.2512394,0.11782093,0.21359004,0.0022883918,7.984416e-05,0.0007158239,0.022446496,0.0044262283,0.021184087,6.452757e-05,0.00065597176,0.00089262443,0.0017068667,0.0046456247,0.0012293794
86,"['machine learning', 'algebra', 'statistics']",0.3463892,0.03236994,0.0010331911,0.25269347,0.13249911,0.15874137,0.005088145,0.00013454774,0.00074694975,0.025492406,0.005638555,0.027469132,0.0001513462,0.0009951236,0.0019390152,0.001873474,0.0041372636,0.0026078718
87,"['machine learning', 'kinematics', 'thermodynamics']",0.3472907,0.10396537,0.00018763293,0.07731328,0.07216803,0.01154912,0.004854935,9.620916e-05,0.0010670025,0.17069185,0.083360255,0.11326825,0.00023632459,0.0010810182,0.004483389,0.0024535758,0.004231328,0.0017017025
88,"['machine learning', 'kinematics', 'computer graphics']",0.28971425,0.13358839,0.0002246584,0.06607683,0.061928216,0.01129674,0.004297092,8.7100416e-05,0.0011252993,0.19863006,0.09046407,0.12634923,0.00024730153,0.001346681,0.004870023,0.0024634223,0.0054402347,0.0018502583
89,"['machine learning', 'kinematics', 'computer graphics']",0.28999242,0.13371333,0.00022404015,0.06605354,0.062014878,0.011297302,0.0043082624,8.6930995e-05,0.001126902,0.19840673,0.09048947,0.12607989,0.0002465603,0.0013464375,0.004874839,0.002461563,0.0054287515,0.0018481392
90,"['machine learning', 'kinematics', 'computer graphics']",0.5024965,0.10848465,0.00022445625,0.03632014,0.018327259,0.014670883,0.0034913328,4.471632e-05,0.00034396164,0.22171172,0.03682341,0.045831937,0.00031620156,0.001088568,0.0021555312,0.0026177817,0.0032594982,0.0017914277
91,"['machine learning', 'kinematics', 'computer graphics']",0.4616626,0.15839171,0.00029039558,0.02998856,0.02262356,0.02043385,0.0038317323,5.481207e-05,0.00041527723,0.18249804,0.05525101,0.046659674,0.00063753646,0.0018648389,0.0043147607,0.004239885,0.004029124,0.0028126745
92,"['machine learning', 'kinematics', 'computer graphics']",0.2910455,0.120912984,0.00016139635,0.09395274,0.08432992,0.007990027,0.004178583,8.859864e-05,0.00093629205,0.18678497,0.09021777,0.108051315,0.00019483607,0.000830343,0.003325204,0.002516966,0.0032327792,0.0012498444
93,"['machine learning', 'computer graphics', 'kinematics']",0.2737848,0.20545426,8.305873e-05,0.044947695,0.035194967,0.004611198,0.0038203537,4.6422738e-05,0.00093331,0.1817147,0.14558026,0.08607498,0.00063639175,0.00071174273,0.0035859,0.0073938034,0.0045047663,0.0009213816
94,"['machine learning', 'kinematics', 'electromagnetism']",0.40603852,0.053954713,0.00012291048,0.059141926,0.033196755,0.015197654,0.0029647346,4.9176502e-05,0.00024669943,0.27632654,0.08064077,0.06254906,0.00031377553,0.0007235841,0.0017481277,0.0025889026,0.0031126442,0.0010835135
95,"['machine learning', 'kinematics', 'electromagnetism']",0.5091991,0.08411779,0.00020166388,0.028034355,0.020476796,0.013810782,0.0027488908,6.197315e-05,0.000323697,0.1640491,0.11450791,0.050655913,0.00045528944,0.0011312151,0.002906405,0.0033266533,0.0020213649,0.001971101
96,"['kinematics', 'computer graphics', 'machine learning']",0.1703142,0.17108387,0.00017891011,0.09008731,0.07384504,0.0070718257,0.003851293,7.415601e-05,0.0010711108,0.19094779,0.16330853,0.11781601,0.00018660285,0.0010207538,0.0026628068,0.0022802493,0.0032372735,0.0009622898
